areaCode,areaName,areaType,date,cumCasesByPublishDate,newCasesByPublishDate,newDeaths28DaysByDeathDate,newPeopleVaccinatedCompleteByVaccinationDate
E10000017,Lancashire,utla,19/05/2020,,27,9,
E10000017,Lancashire,utla,18/05/2020,,11,6,
E10000017,Lancashire,utla,17/05/2020,,18,4,
E10000017,Lancashire,utla,16/05/2020,,23,13,
E10000017,Lancashire,utla,15/05/2020,,38,7,
E10000017,Lancashire,utla,14/05/2020,,22,5,
E10000017,Lancashire,utla,13/05/2020,,48,6,
E10000017,Lancashire,utla,12/05/2020,,24,10,
E10000017,Lancashire,utla,11/05/2020,,26,8,
E10000017,Lancashire,utla,10/05/2020,,22,20,
E10000017,Lancashire,utla,09/05/2020,,26,10,
E10000017,Lancashire,utla,08/05/2020,,38,8,
E10000017,Lancashire,utla,07/05/2020,,45,14,
E10000017,Lancashire,utla,06/05/2020,,48,10,
E10000017,Lancashire,utla,05/05/2020,,42,10,
E10000017,Lancashire,utla,04/05/2020,,42,10,
E10000017,Lancashire,utla,03/05/2020,,54,12,
E10000017,Lancashire,utla,02/05/2020,,51,14,
E10000017,Lancashire,utla,01/05/2020,,37,8,
E10000017,Lancashire,utla,30/04/2020,,41,12,
E10000017,Lancashire,utla,29/04/2020,,61,14,
E10000017,Lancashire,utla,28/04/2020,,49,7,
E10000017,Lancashire,utla,27/04/2020,,68,9,
E10000017,Lancashire,utla,26/04/2020,,56,5,
E10000017,Lancashire,utla,25/04/2020,,80,13,
E10000017,Lancashire,utla,24/04/2020,,76,18,
E10000017,Lancashire,utla,23/04/2020,,76,13,
E10000017,Lancashire,utla,22/04/2020,,59,15,
E10000017,Lancashire,utla,21/04/2020,,74,14,
E10000017,Lancashire,utla,20/04/2020,,78,14,
E10000017,Lancashire,utla,19/04/2020,,100,10,
E10000017,Lancashire,utla,18/04/2020,,76,16,
E10000017,Lancashire,utla,17/04/2020,,73,12,
E10000017,Lancashire,utla,16/04/2020,,,16,
E10000017,Lancashire,utla,15/04/2020,,,19,
E10000017,Lancashire,utla,14/04/2020,,,17,
E10000017,Lancashire,utla,13/04/2020,,,15,
E10000017,Lancashire,utla,12/04/2020,,,25,
E10000017,Lancashire,utla,11/04/2020,,,17,
E10000017,Lancashire,utla,10/04/2020,,,12,
E10000017,Lancashire,utla,09/04/2020,,,12,
E10000017,Lancashire,utla,08/04/2020,,,25,
E10000017,Lancashire,utla,07/04/2020,,,15,
E10000017,Lancashire,utla,06/04/2020,,,8,
E10000017,Lancashire,utla,05/04/2020,,,16,
E10000017,Lancashire,utla,04/04/2020,,,13,
E10000017,Lancashire,utla,03/04/2020,,,15,
E10000017,Lancashire,utla,02/04/2020,,,16,
E10000017,Lancashire,utla,01/04/2020,,,9,
E10000017,Lancashire,utla,31/03/2020,,,4,
E10000017,Lancashire,utla,30/03/2020,,,4,
E10000017,Lancashire,utla,29/03/2020,,,9,
E10000017,Lancashire,utla,28/03/2020,,,2,
E10000017,Lancashire,utla,27/03/2020,,,6,
E10000017,Lancashire,utla,26/03/2020,,,0,
E10000017,Lancashire,utla,25/03/2020,,,1,
E10000017,Lancashire,utla,24/03/2020,,,1,
E10000017,Lancashire,utla,23/03/2020,,,2,
E10000017,Lancashire,utla,22/03/2020,,,1,
E10000017,Lancashire,utla,21/03/2020,,,0,
E10000017,Lancashire,utla,20/03/2020,,,1,
E10000017,Lancashire,utla,19/03/2020,,,0,
E10000017,Lancashire,utla,18/03/2020,,,1,
