areaCode,areaName,areaType,date,newCasesByPublishDate,newDeaths28DaysByDeathDate,newDeaths60DaysByDeathDate,newPeopleVaccinatedSecondDoseByVaccinationDate,newPeopleVaccinatedThirdInjectionByVaccinationDate
E12000002,North West,region,2020-05-15,212,59,67,,
E12000002,North West,region,2020-05-14,237,39,47,,
E12000002,North West,region,2020-05-13,187,36,50,,
E12000002,North West,region,2020-05-12,156,62,71,,
E12000002,North West,region,2020-05-11,168,52,54,,
E12000002,North West,region,2020-05-10,194,71,80,,
E12000002,North West,region,2020-05-09,285,48,55,,
E12000002,North West,region,2020-05-08,263,67,82,,
E12000002,North West,region,2020-05-07,600,76,82,,
E12000002,North West,region,2020-05-06,232,67,77,,
E12000002,North West,region,2020-05-05,340,62,69,,
E12000002,North West,region,2020-05-04,303,76,81,,
E12000002,North West,region,2020-05-03,690,77,83,,
E12000002,North West,region,2020-05-02,492,78,82,,
E12000002,North West,region,2020-05-01,420,73,77,,
E12000002,North West,region,2020-04-30,417,91,94,,
E12000002,North West,region,2020-04-29,283,86,91,,
E12000002,North West,region,2020-04-28,340,82,86,,
E12000002,North West,region,2020-04-27,394,89,91,,
E12000002,North West,region,2020-04-26,380,93,94,,
E12000002,North West,region,2020-04-25,457,93,95,,
E12000002,North West,region,2020-04-24,570,106,108,,
E12000002,North West,region,2020-04-23,473,112,113,,
E12000002,North West,region,2020-04-22,421,127,127,,
E12000002,North West,region,2020-04-21,460,107,107,,
E12000002,North West,region,2020-04-20,457,105,107,,
E12000002,North West,region,2020-04-19,634,94,95,,
E12000002,North West,region,2020-04-18,550,134,135,,
E12000002,North West,region,2020-04-17,594,117,117,,
E12000002,North West,region,2020-04-16,,166,166,,
E12000002,North West,region,2020-04-15,,128,128,,
E12000002,North West,region,2020-04-14,,152,153,,
E12000002,North West,region,2020-04-13,,145,145,,
E12000002,North West,region,2020-04-12,,153,153,,
E12000002,North West,region,2020-04-11,,154,154,,
E12000002,North West,region,2020-04-10,,141,141,,
E12000002,North West,region,2020-04-09,,131,131,,
E12000002,North West,region,2020-04-08,,137,137,,
E12000002,North West,region,2020-04-07,,160,160,,
E12000002,North West,region,2020-04-06,,108,108,,
E12000002,North West,region,2020-04-05,,120,120,,
E12000002,North West,region,2020-04-04,,101,101,,
E12000002,North West,region,2020-04-03,,112,112,,
E12000002,North West,region,2020-04-02,,113,113,,
E12000002,North West,region,2020-04-01,,97,97,,
E12000002,North West,region,2020-03-31,,62,62,,
E12000002,North West,region,2020-03-30,,72,72,,
E12000002,North West,region,2020-03-29,,49,49,,
E12000002,North West,region,2020-03-28,,38,38,,
E12000002,North West,region,2020-03-27,,41,41,,
E12000002,North West,region,2020-03-26,,31,31,,
E12000002,North West,region,2020-03-25,,23,23,,
E12000002,North West,region,2020-03-24,,22,22,,
E12000002,North West,region,2020-03-23,,21,21,,
E12000002,North West,region,2020-03-22,,12,12,,
E12000002,North West,region,2020-03-21,,13,13,,
E12000002,North West,region,2020-03-20,,9,9,,
E12000002,North West,region,2020-03-19,,10,10,,
E12000002,North West,region,2020-03-18,,7,7,,
E12000002,North West,region,2020-03-17,,4,4,,
E12000002,North West,region,2020-03-16,,2,2,,
E12000002,North West,region,2020-03-15,,4,4,,
E12000002,North West,region,2020-03-14,,2,2,,
E12000002,North West,region,2020-03-13,,3,3,,
E12000002,North West,region,2020-03-12,,0,0,,
E12000002,North West,region,2020-03-11,,1,1,,
E12000002,North West,region,2020-03-10,,0,0,,
E12000002,North West,region,2020-03-09,,0,0,,
E12000002,North West,region,2020-03-08,,1,1,,
