areaCode,areaName,areaType,date,newCasesBySpecimenDate,newDeaths28DaysByDeathDate,newDeaths60DaysByDeathDate,newPeopleVaccinatedSecondDoseByVaccinationDate,newPeopleVaccinatedThirdInjectionByVaccinationDate
E12000002,North West,region,2020-03-31,556,62,62,,
E12000002,North West,region,2020-03-30,503,72,72,,
E12000002,North West,region,2020-03-29,359,49,49,,
E12000002,North West,region,2020-03-28,323,38,38,,
E12000002,North West,region,2020-03-27,332,41,41,,
E12000002,North West,region,2020-03-26,357,31,31,,
E12000002,North West,region,2020-03-25,254,23,23,,
E12000002,North West,region,2020-03-24,249,22,22,,
E12000002,North West,region,2020-03-23,175,21,21,,
E12000002,North West,region,2020-03-22,117,12,12,,
E12000002,North West,region,2020-03-21,113,13,13,,
E12000002,North West,region,2020-03-20,83,9,9,,
E12000002,North West,region,2020-03-19,98,10,10,,
E12000002,North West,region,2020-03-18,84,7,7,,
E12000002,North West,region,2020-03-17,55,4,4,,
E12000002,North West,region,2020-03-16,56,2,2,,
E12000002,North West,region,2020-03-15,23,4,4,,
E12000002,North West,region,2020-03-14,25,2,2,,
E12000002,North West,region,2020-03-13,42,3,3,,
E12000002,North West,region,2020-03-12,40,0,0,,
E12000002,North West,region,2020-03-11,17,1,1,,
E12000002,North West,region,2020-03-10,15,0,0,,
E12000002,North West,region,2020-03-09,7,0,0,,
E12000002,North West,region,2020-03-08,5,1,1,,
E12000002,North West,region,2020-03-07,9,,,,
E12000002,North West,region,2020-03-06,2,,,,
E12000002,North West,region,2020-03-05,10,,,,
E12000002,North West,region,2020-03-04,2,,,,
E12000002,North West,region,2020-03-03,7,,,,
E12000002,North West,region,2020-03-02,6,,,,
E12000002,North West,region,2020-03-01,5,,,,
E12000002,North West,region,2020-02-29,0,,,,
E12000002,North West,region,2020-02-28,1,,,,
E12000002,North West,region,2020-02-27,0,,,,
E12000002,North West,region,2020-02-26,0,,,,
E12000002,North West,region,2020-02-25,0,,,,
E12000002,North West,region,2020-02-24,0,,,,
E12000002,North West,region,2020-02-23,0,,,,
E12000002,North West,region,2020-02-22,0,,,,
E12000002,North West,region,2020-02-21,0,,,,
E12000002,North West,region,2020-02-20,0,,,,
E12000002,North West,region,2020-02-19,0,,,,
E12000002,North West,region,2020-02-18,0,,,,
E12000002,North West,region,2020-02-17,0,,,,
E12000002,North West,region,2020-02-16,0,,,,
E12000002,North West,region,2020-02-15,0,,,,
E12000002,North West,region,2020-02-14,0,,,,
E12000002,North West,region,2020-02-13,0,,,,
E12000002,North West,region,2020-02-12,0,,,,
E12000002,North West,region,2020-02-11,0,,,,
E12000002,North West,region,2020-02-10,0,,,,
E12000002,North West,region,2020-02-09,0,,,,
E12000002,North West,region,2020-02-08,0,,,,
E12000002,North West,region,2020-02-07,0,,,,
E12000002,North West,region,2020-02-06,0,,,,
E12000002,North West,region,2020-02-05,0,,,,
E12000002,North West,region,2020-02-04,0,,,,
E12000002,North West,region,2020-02-03,0,,,,
E12000002,North West,region,2020-02-02,1,,,,
